08.09.13	1,3177 	1,3158 	1,31782 	1,31721 
07.09.13	1,3177 	1,3177 	1,3177 	1,3177 
06.09.13	1,3197 	1,31043 	1,32207 	1,3177 
05.09.13	1,3197 	1,3111 	1,3221 	1,3117 
04.09.13	1,3188 	1,31416 	1,32169 	1,3198 
03.09.13	1,3188 	1,3142 	1,3196 	1,317 
02.09.13	1,3218 	1,3183 	1,3233 	1,3188 
01.09.13	1,3218 	1,3197 	1,3233 	1,3205 
31.08.13	1,3236 	1,318 	1,3252 	1,3218 
30.08.13	1,3236 	1,3181 	1,3253 	1,3218 
29.08.13	1,3388 	1,32191 	1,3396 	1,3234 
28.08.13	1,339 	1,3306 	1,3396 	1,3333 
27.08.13	1,3377 	1,3327 	1,33961 	1,339 
26.08.13	1,33867 	1,33574 	1,3391 	1,3377 
25.08.13	1,3383 	1,33758 	1,33892 	1,3384 
24.08.13	1,3386 	1,3383 	1,3386 	1,3383 
23.08.13	1,33549 	1,3332 	1,34085 	1,3386 
22.08.13	1,3341 	1,3298 	1,33714 	1,3354 
21.08.13	1,3419 	1,33398 	1,34259 	1,334 
20.08.13	1,3333 	1,3324 	1,34486 	1,34203 
19.08.13	1,33279 	1,3314 	1,33693 	1,3332 
18.08.13	1,33284 	1,3319 	1,33414 	1,3328 
17.08.13	1,33284 	1,33284 	1,33284 	1,33284 
16.08.13	1,33503 	1,33112 	1,33759 	1,33284 
15.08.13	1,32629 	1,32067 	1,33587 	1,335 
14.08.13	1,3264 	1,3238 	1,3277 	1,32625 
13.08.13	1,329 	1,3231 	1,33141 	1,3264 
12.08.13	1,33375 	1,3275 	1,33393 	1,3291 
11.08.13	1,3334 	1,3311 	1,3343 	1,33381 
10.08.13	1,3335 	1,3334 	1,3335 	1,3334 
09.08.13	1,33789 	1,3333 	1,33891 	1,3335 
08.08.13	1,33388 	1,3327 	1,33975 	1,3378 
07.08.13	1,3306 	1,3266 	1,3343 	1,3338 
06.08.13	1,32565 	1,3245 	1,33208 	1,3306 
05.08.13	1,32763 	1,32333 	1,32989 	1,3256 
04.08.13	1,3282 	1,3271 	1,3287 	1,3275 
03.08.13	1,3279 	1,3279 	1,3282 	1,3282 
02.08.13	1,321 	1,3191 	1,32916 	1,3279 
01.08.13	1,3299 	1,31981 	1,3309 	1,321 
31.07.13	1,3264 	1,3216 	1,33416 	1,3299 
30.07.13	1,3261 	1,32366 	1,32956 	1,32662 
29.07.13	1,32852 	1,3237 	1,32939 	1,32621 
28.07.13	1,3277 	1,3272 	1,32929 	1,3284 
27.07.13	1,3277 	1,3277 	1,3277 	1,3277 
26.07.13	1,32731 	1,32524 	1,32956 	1,3277 
25.07.13	1,3189 	1,31679 	1,32938 	1,32729 
24.07.13	1,322 	1,3177 	1,32514 	1,31879 
23.07.13	1,31901 	1,31635 	1,32345 	1,322 
22.07.13	1,31579 	1,3143 	1,32126 	1,3188 
21.07.13	1,3141 	1,3132 	1,31601 	1,3156 
20.07.13	1,3141 	1,3141 	1,3141 	1,3141 
